id,raceid,racetype,racetypeid,ballotorder,candidateid,description,delegatecount,electiondate,electtotal,electwon,fipscode,first,incumbent,initialization_data,is_ballot_measure,last,lastupdated,level,national,officeid,officename,party,polid,polnum,precinctsreporting,precinctsreportingpct,precinctstotal,reportingunitid,reportingunitname,runoff,seatname,seatnum,statename,statepostal,test,uncontested,votecount,votepct,winner
1683-polid-3821-county-1003,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01005,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,17,1.0,17,county-1003,Barbour,False,,,Alabama,AL,True,False,3703,0.373965,False
1683-polid-100008-county-1003,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01005,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,17,1.0,17,county-1003,Barbour,False,,,Alabama,AL,True,False,1389,0.140275,False
1683-polid-3610-county-1004,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01007,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,9,1.0,9,county-1004,Bibb,False,,,Alabama,AL,True,False,3328,0.400722,True
1683-polid-3821-county-1004,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01007,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,9,1.0,9,county-1004,Bibb,False,,,Alabama,AL,True,False,3518,0.4236,False
1683-polid-100008-county-1004,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01007,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,9,1.0,9,county-1004,Bibb,False,,,Alabama,AL,True,False,1459,0.175677,False
1683-polid-3610-county-1005,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01009,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,25,1.0,25,county-1005,Blount,False,,,Alabama,AL,True,False,10410,0.441607,True
1683-polid-3821-county-1005,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01009,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,25,1.0,25,county-1005,Blount,False,,,Alabama,AL,True,False,9863,0.418402,False
1683-polid-100008-county-1005,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01009,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,25,1.0,25,county-1005,Blount,False,,,Alabama,AL,True,False,3300,0.139991,False
1683-polid-3610-county-1006,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01011,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,16,1.0,16,county-1006,Bullock,False,,,Alabama,AL,True,False,2709,0.664459,True
1683-polid-3821-county-1006,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01011,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,16,1.0,16,county-1006,Bullock,False,,,Alabama,AL,True,False,922,0.226147,False
1683-polid-100008-county-1006,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01011,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,16,1.0,16,county-1006,Bullock,False,,,Alabama,AL,True,False,446,0.109394,False
1683-polid-3610-county-1007,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01013,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,23,1.0,23,county-1007,Butler,False,,,Alabama,AL,True,False,4168,0.52035,True
1683-polid-3821-county-1007,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01013,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,23,1.0,23,county-1007,Butler,False,,,Alabama,AL,True,False,2381,0.297253,False
1683-polid-100008-county-1007,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01013,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,23,1.0,23,county-1007,Butler,False,,,Alabama,AL,True,False,1461,0.182397,False
1683-polid-3610-county-1008,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01015,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,46,1.0,46,county-1008,Calhoun,False,,,Alabama,AL,True,False,18727,0.419907,True
1683-polid-3821-county-1008,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01015,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,46,1.0,46,county-1008,Calhoun,False,,,Alabama,AL,True,False,19776,0.443428,False
1683-polid-100008-county-1008,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01015,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,46,1.0,46,county-1008,Calhoun,False,,,Alabama,AL,True,False,6095,0.136665,False
1683-polid-3610-county-1009,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01017,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,21,1.0,21,county-1009,Chambers,False,,,Alabama,AL,True,False,6321,0.446493,True
1683-polid-3821-county-1009,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01017,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,21,1.0,21,county-1009,Chambers,False,,,Alabama,AL,True,False,5418,0.382708,False
1683-polid-100008-county-1009,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01017,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,21,1.0,21,county-1009,Chambers,False,,,Alabama,AL,True,False,2418,0.170799,False
1683-polid-3610-county-1010,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01019,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,24,1.0,24,county-1010,Cherokee,False,,,Alabama,AL,True,False,4824,0.464561,True
1683-polid-3821-county-1010,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01019,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,24,1.0,24,county-1010,Cherokee,False,,,Alabama,AL,True,False,3814,0.367296,False
1683-polid-100008-county-1010,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01019,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,24,1.0,24,county-1010,Cherokee,False,,,Alabama,AL,True,False,1746,0.168143,False
1683-polid-3610-county-1011,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01021,Doug,False,False,False,Jones,2017-11-29T19:30:25.020Z,county,True,S,U.S. Senate,Dem,3610,3503,19,1.0,19,county-1011,Chilton,False,,,Alabama,AL,True,False,7959,0.458019,True
1683-polid-3821-county-1011,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01021,Roy,False,False,False,Moore,2017-11-29T19:30:25.020Z,county,True,S,U.S. Senate,GOP,3821,2200,19,1.0,19,county-1011,Chilton,False,,,Alabama,AL,True,False,6797,0.391149,False
1683-polid-100008-county-1011,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01021,,False,False,False,Total Write-Ins,2017-11-29T19:30:25.020Z,county,True,S,U.S. Senate,NPD,100008,3512,19,1.0,19,county-1011,Chilton,False,,,Alabama,AL,True,False,2621,0.150832,False
1683-polid-3610-county-1012,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01023,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,33,1.0,33,county-1012,Choctaw,False,,,Alabama,AL,True,False,3359,0.547604,True
1683-polid-3821-county-1012,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01023,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,33,1.0,33,county-1012,Choctaw,False,,,Alabama,AL,True,False,1714,0.279426,False
1683-polid-100008-county-1012,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01023,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,33,1.0,33,county-1012,Choctaw,False,,,Alabama,AL,True,False,1061,0.17297,False
1683-polid-3610-county-1013,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01025,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,30,1.0,30,county-1013,Clarke,False,,,Alabama,AL,True,False,5307,0.47291,True
1683-polid-3821-county-1013,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01025,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,30,1.0,30,county-1013,Clarke,False,,,Alabama,AL,True,False,3890,0.346641,False
1683-polid-100008-county-1013,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01025,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,30,1.0,30,county-1013,Clarke,False,,,Alabama,AL,True,False,2025,0.180449,False
1683-polid-3610-county-1014,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01027,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,16,1.0,16,county-1014,Clay,False,,,Alabama,AL,True,False,2956,0.493819,True
1683-polid-3821-county-1014,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01027,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,16,1.0,16,county-1014,Clay,False,,,Alabama,AL,True,False,2076,0.346809,False
1683-polid-100008-county-1014,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01027,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,16,1.0,16,county-1014,Clay,False,,,Alabama,AL,True,False,954,0.159372,False
1683-polid-3610-county-1015,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01029,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,15,1.0,15,county-1015,Cleburne,False,,,Alabama,AL,True,False,2728,0.415284,True
1683-polid-3821-county-1015,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01029,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,15,1.0,15,county-1015,Cleburne,False,,,Alabama,AL,True,False,2811,0.427919,False
1683-polid-100008-county-1015,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01029,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,15,1.0,15,county-1015,Cleburne,False,,,Alabama,AL,True,False,1030,0.156797,False
1683-polid-3610-county-1016,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01031,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,30,1.0,30,county-1016,Coffee,False,,,Alabama,AL,True,False,9916,0.493726,True
1683-polid-3821-county-1016,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01031,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,30,1.0,30,county-1016,Coffee,False,,,Alabama,AL,True,False,7648,0.380801,False
1683-polid-100008-county-1016,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01031,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,30,1.0,30,county-1016,Coffee,False,,,Alabama,AL,True,False,2520,0.125473,False
1683-polid-3610-county-1017,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01033,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,36,1.0,36,county-1017,Colbert,False,,,Alabama,AL,True,False,9013,0.390308,True
1683-polid-3821-county-1017,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01033,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,36,1.0,36,county-1017,Colbert,False,,,Alabama,AL,True,False,10274,0.444916,False
1683-polid-100008-county-1017,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01033,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,36,1.0,36,county-1017,Colbert,False,,,Alabama,AL,True,False,3805,0.164776,False
1683-polid-3610-county-1018,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01035,Doug,False,False,False,Jones,2017-11-29T19:30:25.020Z,county,True,S,U.S. Senate,Dem,3610,3503,28,1.0,28,county-1018,Conecuh,False,,,Alabama,AL,True,False,2631,0.436826,True
1683-polid-3821-county-1018,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01035,Roy,False,False,False,Moore,2017-11-29T19:30:25.020Z,county,True,S,U.S. Senate,GOP,3821,2200,28,1.0,28,county-1018,Conecuh,False,,,Alabama,AL,True,False,2691,0.446787,False
1683-polid-100008-county-1018,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01035,,False,False,False,Total Write-Ins,2017-11-29T19:30:25.020Z,county,True,S,U.S. Senate,NPD,100008,3512,28,1.0,28,county-1018,Conecuh,False,,,Alabama,AL,True,False,701,0.116387,False
1683-polid-3610-county-1019,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01037,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,13,1.0,13,county-1019,Coosa,False,,,Alabama,AL,True,False,2008,0.422737,True
1683-polid-3821-county-1019,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01037,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,13,1.0,13,county-1019,Coosa,False,,,Alabama,AL,True,False,2384,0.501895,False
1683-polid-100008-county-1019,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01037,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,13,1.0,13,county-1019,Coosa,False,,,Alabama,AL,True,False,358,0.075368,False
1683-polid-3610-county-1020,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01039,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,26,1.0,26,county-1020,Covington,False,,,Alabama,AL,True,False,6635,0.419512,True
1683-polid-3821-county-1020,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01039,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,26,1.0,26,county-1020,Covington,False,,,Alabama,AL,True,False,6676,0.422104,False
1683-polid-100008-county-1020,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01039,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,26,1.0,26,county-1020,Covington,False,,,Alabama,AL,True,False,2505,0.158384,False
1683-polid-3610-county-1021,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01041,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,19,1.0,19,county-1021,Crenshaw,False,,,Alabama,AL,True,False,3042,0.511089,True
1683-polid-3821-county-1021,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01041,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,19,1.0,19,county-1021,Crenshaw,False,,,Alabama,AL,True,False,2119,0.356015,False
1683-polid-100008-county-1021,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01041,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,19,1.0,19,county-1021,Crenshaw,False,,,Alabama,AL,True,False,791,0.132897,False
1683-polid-3610-county-1022,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01043,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,50,1.0,50,county-1022,Cullman,False,,,Alabama,AL,True,False,14133,0.40951,True
1683-polid-3821-county-1022,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01043,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,50,1.0,50,county-1022,Cullman,False,,,Alabama,AL,True,False,15248,0.441817,False
1683-polid-100008-county-1022,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01043,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,50,1.0,50,county-1022,Cullman,False,,,Alabama,AL,True,False,5131,0.148673,False
1683-polid-3610-county-1023,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01045,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,20,1.0,20,county-1023,Dale,False,,,Alabama,AL,True,False,7574,0.39615,True
1683-polid-3821-county-1023,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01045,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,20,1.0,20,county-1023,Dale,False,,,Alabama,AL,True,False,8569,0.448193,False
1683-polid-100008-county-1023,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01045,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,20,1.0,20,county-1023,Dale,False,,,Alabama,AL,True,False,2976,0.155657,False
1683-polid-3610-county-1024,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01047,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,30,1.0,30,county-1024,Dallas,False,,,Alabama,AL,True,False,9091,0.513442,True
1683-polid-3821-county-1024,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01047,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,30,1.0,30,county-1024,Dallas,False,,,Alabama,AL,True,False,6127,0.346041,False
1683-polid-100008-county-1024,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01047,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,30,1.0,30,county-1024,Dallas,False,,,Alabama,AL,True,False,2488,0.140517,False
1683-polid-3610-county-1025,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01049,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,52,1.0,52,county-1025,DeKalb,False,,,Alabama,AL,True,False,9707,0.391664,True
1683-polid-3821-county-1025,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01049,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,52,1.0,52,county-1025,DeKalb,False,,,Alabama,AL,True,False,11286,0.455374,False
1683-polid-100008-county-1025,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01049,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,52,1.0,52,county-1025,DeKalb,False,,,Alabama,AL,True,False,3791,0.152962,False
1683-polid-3610-county-1026,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01051,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,29,1.0,29,county-1026,Elmore,False,,,Alabama,AL,True,False,15943,0.481255,True
1683-polid-3821-county-1026,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01051,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,29,1.0,29,county-1026,Elmore,False,,,Alabama,AL,True,False,11593,0.349946,False
1683-polid-100008-county-1026,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01051,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,29,1.0,29,county-1026,Elmore,False,,,Alabama,AL,True,False,5592,0.1688,False
1683-polid-3610-county-1027,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01053,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,30,1.0,30,county-1027,Escambia,False,,,Alabama,AL,True,False,6291,0.420775,True
1683-polid-3821-county-1027,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01053,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,30,1.0,30,county-1027,Escambia,False,,,Alabama,AL,True,False,6694,0.447729,False
1683-polid-100008-county-1027,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01053,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,30,1.0,30,county-1027,Escambia,False,,,Alabama,AL,True,False,1966,0.131496,False
1683-polid-3610-county-1028,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01055,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,34,1.0,34,county-1028,Etowah,False,,,Alabama,AL,True,False,19528,0.466018,True
1683-polid-3821-county-1028,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01055,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,34,1.0,34,county-1028,Etowah,False,,,Alabama,AL,True,False,16427,0.392015,False
1683-polid-100008-county-1028,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01055,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,34,1.0,34,county-1028,Etowah,False,,,Alabama,AL,True,False,5949,0.141967,False
1683-polid-3610-county-1029,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01057,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,28,1.0,28,county-1029,Fayette,False,,,Alabama,AL,True,False,3560,0.481667,True
1683-polid-3821-county-1029,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01057,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,28,1.0,28,county-1029,Fayette,False,,,Alabama,AL,True,False,2936,0.39724,False
1683-polid-100008-county-1029,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01057,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,28,1.0,28,county-1029,Fayette,False,,,Alabama,AL,True,False,895,0.121093,False
1683-polid-3610-county-1030,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01059,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,25,1.0,25,county-1030,Franklin,False,,,Alabama,AL,True,False,5799,0.506463,True
1683-polid-3821-county-1030,1683,Special General,G,2,5202,,0,2017-12-12,0,0,01059,Roy,False,False,False,Moore,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,GOP,3821,2200,25,1.0,25,county-1030,Franklin,False,,,Alabama,AL,True,False,3741,0.326725,False
1683-polid-100008-county-1030,1683,Special General,G,3,5206,,0,2017-12-12,0,0,01059,,False,False,False,Total Write-Ins,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,NPD,100008,3512,25,1.0,25,county-1030,Franklin,False,,,Alabama,AL,True,False,1910,0.166812,False
1683-polid-3610-county-1031,1683,Special General,G,1,5192,,0,2017-12-12,0,0,01061,Doug,False,False,False,Jones,2017-11-29T19:29:20.557Z,county,True,S,U.S. Senate,Dem,3610,3503,26,1.0,26,county-1031,Geneva,False,,,Alabama,AL,True,False,6084,0.547812,True
